c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
5332,Customer#000005332,2LUvkG0MR5W A0MVv0ch0lSmDw,16,26-159-211-1962,1619.75,MACHINERY, pinto beans. requests hinder carefully. pains cajole furiously ex
5414,Customer#000005414,"ip1QvG0j1t9hiC,pe",2,12-156-915-8219,4529.97,HOUSEHOLD,"ic pinto beans. final, regular theodolites are bravely across the ev"
5549,Customer#000005549,",ba4vQ9gfYlP2rLRmW0en",1,11-300-817-4437,6970.57,MACHINERY,iously bold accounts. theodolites use quickly. express packages detect blithely about the qui
5651,Customer#000005651,EPl2dsiMLxKQtveMw6lEnQ5x lKX2JZeLs8P9,4,14-193-668-6854,4006.2,AUTOMOBILE,accounts. carefully final platelets cajole furiously u
5742,Customer#000005742,nteuCpdYBNM47kkf6OdICBEA2NdogI,3,13-956-202-3829,9200.69,BUILDING,nt packages maintain blithely 
5856,Customer#000005856,xFSytrUX7LU0b9TkAkGLM7iF0CfMX,7,17-155-878-9707,9971.5,HOUSEHOLD,ial sentiments above the packages cajole about the slyly express pinto bean
6166,Customer#000006166,df2AQz9BJgmAj XoIOiyoUd,14,24-891-533-8945,1444.98,HOUSEHOLD,"ng packages affix even, final pi"
6361,Customer#000006361,"VzLr6guzIzrZpZfDZjndwix,",23,33-598-626-9499,-780.01,AUTOMOBILE,"ggle furiously regular requests. regular, special requests use. fluffily express asymptotes are slyly alon"
6367,Customer#000006367,hGP9UlKdD2BN3LePLnOJ,2,12-744-594-5061,-340.83,MACHINERY,y final foxes believe ironically. carefully pending theodolites haggle. carefully final pinto beans haggle care
6507,Customer#000006507,ewNKMjvFSXSHZRYQnPbMCYqB,21,31-762-523-7126,7134.11,FURNITURE,ar foxes around the carefully even deposits haggle quickly quickly final i
6550,Customer#000006550,3bUibIk2 e0g9upYw7f,21,31-679-244-3796,2107.94,BUILDING,"ending, bold dependencies boost. regular, silent foxes haggle. deposits h"
6842,Customer#000006842,1xXUXh723lgE0wfY1d9vuOTXELqhEPFo5t,9,19-676-771-4155,1342.45,MACHINERY," above the regular theodolites wake ironically against the bold, regular foxes. unusual requ"
6910,Customer#000006910,wHUTQtKiSMGbGqKcC526p9Pfebuc7r,5,15-722-787-9962,8945.89,FURNITURE,"the express, regular escapades. carefully unusual theodolites do wake quickly. quickly"
7013,Customer#000007013,"w7pITzl0voh9phR7TdyhEj6FLdhdu,RGwJlcro",0,10-391-884-2557,7648.49,AUTOMOBILE,ests boost slyly bold ideas. carefully ironic packages serve
7255,Customer#000007255,"oga33ieeVNPV5In2rmI2bEgrjhHFKrHmbP2,WJh",9,19-402-798-2710,-463.72,FURNITURE,beans. carefully pending dolphins nag slyly specia
15,Customer#000000015,"YtWggXoOLdwdo7b0y,BZaGUQMLJMX1Y,EC,6Dn",23,33-687-542-7601,2788.52,HOUSEHOLD, platelets. regular deposits detect asymptotes. blithely unusual packages nag slyly at the fluf
190,Customer#000000190,"F2X,GhSqLz8k u0gWsirsraFaEDEo6vIGtOTaO1T",11,21-730-373-8193,1657.46,AUTOMOBILE,uickly-- fluffily pending instructions boo
235,Customer#000000235,bp0rIBMh4fMdQnHBmMnB,3,13-350-790-6416,754.41,AUTOMOBILE,hely ruthless instructions again
258,Customer#000000258,7VbADek8qYezQYotxNUmnNI,12,22-278-425-9944,6022.27,MACHINERY,"about the regular, bold accounts; pending packages use furiously stealthy warhorses. bold accounts sleep fur"
323,Customer#000000323,"ZLnVZ CXRi2,QDrlo",18,28-347-223-6024,1137.67,AUTOMOBILE,"ely special foxes. express, final excuses across the packages are quickly amon"
344,Customer#000000344,"Zasc8,E0VVY",2,12-810-788-6699,-544.95,FURNITURE,le according to the regular instruction
351,Customer#000000351,De35Hx1QiyS0uy,7,17-873-420-4342,3419.54,AUTOMOBILE,telets haggle blithely against the ironic
409,Customer#000000409,mtrMiDvQxNsy1Cj0cU4ITEW5wGKLPQ2IPHNE9r4,11,21-466-412-4731,3969.86,FURNITURE,"fily pending courts. express, regular packages are furiously along the quickly regular packages."
489,Customer#000000489,GIdW4IVgeqWMBXnNFZGHS8kmhw,4,14-916-241-6195,8255.83,AUTOMOBILE,lar accounts. finally pending dependencies solve fluffily 
569,Customer#000000569,Kk20Q5HiysjcPpMlL6pNUZXXuE,2,12-648-567-6776,-795.23,MACHINERY,sh. blithely special excuses sleep. blithely ironic accounts slee
694,Customer#000000694,"3ToF2HqyF9mEcP1QgW NMN,6,KsFq6x4u14MS",10,20-646-375-1939,2222.65,BUILDING,efully final requests detect blithely. furiously ironic p
1030,Customer#000001030,Xpt1BiB5h9o,8,18-759-877-1870,6359.27,HOUSEHOLD,ding to the slyly unusual accounts. even requests among the evenly
1095,Customer#000001095,"JtyQvLlCI ZPYQ6ygv,5q",9,19-881-259-2391,6221.26,MACHINERY,"foxes. ironic, daring requests sleep regularly across the blithely"
1115,Customer#000001115,Elvb2a3FinAzxw ,5,15-356-145-6356,-178.52,BUILDING,ending instructions thrash blithel
1990,Customer#000001990,M9VbFPNnktfGtPgnf3t1ptNYOzS3eCwlKpte,14,24-543-274-3227,7244.87,HOUSEHOLD,usual asymptotes around the packages haggle 
2101,Customer#000002101,P gcq86Nk9IJ KL8c mtO1GU,4,14-942-154-3144,6902.62,HOUSEHOLD,uests affix carefully carefully unusual accounts. quickly express reque
2227,Customer#000002227," SEYwZbWYuJ,02oKOpjUCFuum",3,13-157-687-8744,-147.42,FURNITURE," final, ironic ideas. special accounts haggle slyly across the notornis. express theodolites haggle furiously "
2508,Customer#000002508,"j5zn1NX,YeT9M ",12,22-980-719-3669,7717.33,AUTOMOBILE, the slyly regular platelets. fluffi
2663,Customer#000002663,MldJfPjdMKprduzJ7jo,4,14-637-500-5319,6799.41,HOUSEHOLD,lithely even theodolites. carefully even deposits haggle quickly alongside of 
2742,Customer#000002742,"DVPF5qzbJMgwXrmvPSI4h,QtFctTc3AYRYGtm H1",12,22-813-439-4683,1525.59,AUTOMOBILE,fluffily even instructions. furiously bold decoys poach. fluffily 
2770,Customer#000002770,KthDqGhk26jXFqamLX2yYzVwPCgSNKygFd,10,20-777-290-6685,6577.92,HOUSEHOLD,y bravely pending foxes. slow instructions alongside of the final deposits sleep blithely around th
3302,Customer#000003302,"F2HjG9UHi,3Ehb80tJ59mV,EZF Ne7",22,32-659-826-9095,2997.22,BUILDING,"t accounts wake across the bold ideas. unusual, re"
3564,Customer#000003564,LcxMz3ko5x7tQOb,8,18-256-425-9832,2773.81,MACHINERY,ove the carefully special requests. f
3656,Customer#000003656,"4vBnqf6BWGZzJhKvcCqoocXFPprlATJK9ukK,g",4,14-456-444-9647,237.67,HOUSEHOLD,cross the blithely unusual instructions. 
3669,Customer#000003669,59lgOCy0w5tPXIo,13,23-505-731-7608,6024.69,MACHINERY,"ies use. daring, regular instructions affix fluffi"
3729,Customer#000003729,"0Z,kD9ZKFy1J r8kjH71U ,2bO4I5,VC40OH",11,21-410-698-6636,4598.76,MACHINERY,arefully even deposits try to integrate 
3878,Customer#000003878,wc4d4QHH83slJixMEX5XzSUVY,3,13-247-500-8514,3374.17,AUTOMOBILE,xpress courts. blithely pending platelets sleep furiously. deposits
4153,Customer#000004153,"5Xd5J,spfs2r9Af",6,16-346-849-1428,8029.04,BUILDING,"ongside of the pending requests. ideas cajole along the regular, express packages. even, final requests wa"
4360,Customer#000004360,f9tnViOxBAP5xRDd,12,22-248-753-9516,3444.48,AUTOMOBILE,"ully even, final theodolites. final packages sleep after the unusual, even foxes. quickly re"
4423,Customer#000004423,srX86nv7Qm XV1nAVNuUcYP,13,23-855-599-3508,9109.44,AUTOMOBILE, ironic requests. furiously ironi
4789,Customer#000004789,"XsDIReV4q9f,",0,10-941-395-6766,8365.78,MACHINERY, regular ideas along the express packages haggle around the thinly e
4848,Customer#000004848,"Nxa02iiGcUJzbWKLweouioUaH,NkyxU",19,29-165-703-2083,1276.92,BUILDING,"unts. regular, quick dependencies cajole fluffily. slyly silent dolphins promise quickly about the furious"
4959,Customer#000004959,CRzUnwEoRc ET2,24,34-225-502-7948,7969.95,MACHINERY,ing accounts boost blithely even requests. 
5012,Customer#000005012,"ZH1TvTb77NE2,KE2Hb",14,24-751-227-6734,2041.03,AUTOMOBILE,ackages haggle around the slyly pending orbits. special warhorses after the carefull
5037,Customer#000005037,GMwlS8ZhiNLahIuFWqS1Qf 11OyPl2A0spL,12,22-949-221-7489,1954.73,BUILDING,"ickly express, final ideas. furiously quiet pinto beans wake requests. blithely regular deposits against "
5734,Customer#000005734,uEHpSmLWrYRoiENxMUrTjZSwC,8,18-704-565-3586,3304.74,HOUSEHOLD,ding to the furiously ironic fr
5777,Customer#000005777,"ZC6 ,B6D7y  oP01AAwXavpHhOo1py2UjWo4H  ,",0,10-745-178-2187,4021.22,MACHINERY,manent theodolites. bold theodolites use slyly after the quickly express ideas. fluf
5788,Customer#000005788,"wo,QfqlSnGfMj486 yzz0B",18,28-393-229-1198,-854.94,BUILDING,dolites along the furiously unusual pinto beans are carefully unusual accounts. silent dependencies 
5805,Customer#000005805,I30eWDkcMpE2Uq5P yUob0JBJ,12,22-579-930-6144,2594.78,HOUSEHOLD,"ecial, ironic theodolites. ironic instructions against the somas wake carefully along the regul"
5886,Customer#000005886,"Vex1YXnfZpz,lSCPeyLRKB",1,11-676-440-2012,2253.26,BUILDING,"ld, express dolphins cajole carefully even courts. regular, blithe packages cajo"
6019,Customer#000006019,"5,lbJvlCV l8V",18,28-475-771-1730,3695.26,MACHINERY,carefully. furiously pending p
6027,Customer#000006027,hST46enQLI8TzdOmvA8J,7,17-178-716-9690,1657.83,HOUSEHOLD,deposits sleep slyly regular deposits. furiously ironic accounts boost carefully according to the carefully regular 
6155,Customer#000006155,03gJRZx3TGwScCd8d1 MhitTEHY i,20,30-511-190-6866,7246.91,HOUSEHOLD,ess accounts. carefully even theodolites are silent requests. slyly unusual packages 
6231,Customer#000006231,DssbpsUtrcZVi81wG,11,21-183-229-4023,5805.58,HOUSEHOLD,"ding accounts thrash carefully alongside of the even, regular ex"
6288,Customer#000006288,iN4rgnOJ5RH8M5r6fvF75YNLBiT4loi,11,21-622-156-3974,5184.42,HOUSEHOLD,unts sleep carefully quickly even foxes. fluffily bold requests about the silent theodolites breach quickly above 
6306,Customer#000006306,Bp0L3gbYTOCVi9N3Tq6CtAMW6jFuqWTmOEB,7,17-595-455-5504,3048.38,BUILDING,luffily across the special requests. quickly special packages among
6455,Customer#000006455,unZZGWq2HBJ4EKR3UlbpcORxMlO,2,12-239-754-9487,3482.98,MACHINERY,c pinto beans sleep blithely carefully express accounts
541,Customer#000000541,",Cris88wkHw4Q0XlCLLYVOAJfkxw",0,10-362-308-9442,1295.54,FURNITURE,"according to the final platelets. final, busy requests wake blithely across th"
609,Customer#000000609,dSpUFl8IR8Gh,21,31-869-580-1707,3651.06,FURNITURE,"pending, express platelets poach furiously after th"
764,Customer#000000764,F8WBznjtO2bX2knXl4ghnsp ixWylkf,16,26-714-322-4800,2061.45,MACHINERY,tructions. quick theodolites kindle
809,Customer#000000809,eApaa5hW3Mqp11ZuOP,16,26-776-223-5427,-594.23,HOUSEHOLD,ackages. quickly unusual dugouts c
832,Customer#000000832,eNIy9PatAWlh0,19,29-264-864-8387,-201.49,HOUSEHOLD,the special ideas. finally ironic accounts doubt. slyly regular ideas
926,Customer#000000926, 3b8K2YhfbGDJOpSAUrvq82MnkhHBdwL,16,26-783-803-1329,274.5,AUTOMOBILE,ly quickly unusual foxes. fluffily regular ideas among the regular plat
1056,Customer#000001056,8u1rnDOcvU109,5,15-325-285-5215,6287.12,HOUSEHOLD,leep except the foxes. packages eat enticingly along the requests. even 
1057,Customer#000001057,"xyV8 FbW4xS,JhkxC0dY527tzcMKxM",24,34-750-735-1314,-377.11,AUTOMOBILE,s. furiously ironic deposits against the carefully bold accounts wake carefully even deposits. fluffily even
1133,Customer#000001133,FfA0o cMP02Ylzxtmbq8DCOq,14,24-858-762-2348,5335.36,MACHINERY,"g to the pending, ironic pinto beans. furiously blithe packages are fina"
1167,Customer#000001167,gNYGOcGkJu3ooSmsCh,19,29-721-479-1548,9510.87,FURNITURE,"lly regular ideas grow furiously regular accounts. regular, special requests sleep blithely. slyly bold pla"
1396,Customer#000001396,M4dHuyrttFfeBr,3,13-523-516-9742,7149.43,BUILDING, the even theodolites integrate fluffily regular dolphins. blithely 
1539,Customer#000001539,EFgodQ9F0u SUYZQcJCNzjDlte5 br0klLU,17,27-544-403-7594,-702.43,MACHINERY,e blithely express pinto beans. carefully regular pack
1647,Customer#000001647,aLfdvxbHzfKz2CAdiOgKiJ,16,26-784-323-3431,9987.11,HOUSEHOLD, final deposits nag. sometimes final dependencies d
1688,Customer#000001688,KE2TYjMt08,3,13-420-827-4701,3929.06,BUILDING,ckages use slyly. pinto beans haggle regular instructions. blithely even theodolites cajo
1718,Customer#000001718,z2SLViCW5QBh8FDiy3,24,34-842-694-7686,8697.88,FURNITURE,s sleep furiously about the carefully pending asymptotes.
1809,Customer#000001809,GqhON8SNyRv,20,30-390-140-3365,8306.29,MACHINERY,ld theodolites eat carefully special pinto 
2159,Customer#000002159,jR6oC45sJG,3,13-463-762-8018,4471.84,BUILDING," beyond the even, final grouches. ev"
2267,Customer#000002267,"A0bjQBu4LYz8ZCqFiQIRgYO5ZyInfD,aQrs8q",21,31-727-213-7772,6891.66,MACHINERY,iously. furiously furious requests s
2354,Customer#000002354,"kidMr P0onj3D,yMORJNEIjWJZ6RQo9Lsk IiAaR",16,26-707-364-7478,7659.91,MACHINERY,y fluffily ironic instructions. slyly regular ideas cajole carefully 
2469,Customer#000002469,Fney6Iw G5N,16,26-911-285-9157,9512.98,HOUSEHOLD,the fluffily regular requests 
2700,Customer#000002700,"sRDRg2fHxX6fvCOhnPW6,T5P65OQRpwk",21,31-154-945-7445,7121.55,HOUSEHOLD,its wake excuses. furiously special foxes hagg
2895,Customer#000002895,1fs2Xv7G4AFBUm,3,13-866-653-6040,4519.81,HOUSEHOLD, bold excuses. fluffily bold deposits haggle blithely bold accounts. final dependencies mold fluffily at the iro
3120,Customer#000003120,24lNL1alULlFRyvVFy0V4pMg fIEqLTqzZBv,16,26-307-545-4951,8469.62,BUILDING,sly pending courts cajole flu
3285,Customer#000003285,410GQYDkhKz5c3Jx54r7KA0,11,21-638-896-1956,8164,MACHINERY,to the slyly bold asymptotes. special fo
3498,Customer#000003498,"mQYsl8d2NE0,1xipT3gwODaGptquRmgxO",12,22-207-656-8066,-172.38,MACHINERY,ithely regular foxes detect quickly. unusual foxes cajole doggedly. closely ironic asymptotes wake car
3698,Customer#000003698,"gGoj DV2QulqLgXQQfpkRn,eNn6c",7,17-861-433-9973,762.63,BUILDING,osits. slyly pending theodolites are brave accounts. packa
3808,Customer#000003808,OolE3YUuKrOS3timhJzdDY8cwPeH5kC,1,11-182-820-1227,7503.12,BUILDING,"ously final accounts. regular, ironic sheaves breach. slyly express courts wake slyly. blithely even requests"
4215,Customer#000004215,enHc2sr1mjtVahXJaV815Qiza63IA,11,21-835-567-6239,2493.82,HOUSEHOLD,s dependencies. blithely ironic dependencies wake regular packages. fluffily regular patterns wake at the 
4330,Customer#000004330,"UYt,kdD mC4TRHoxeUZGLfgBhLzkPkFUR2TiP",24,34-840-320-1608,4380.62,BUILDING,"oldly quickly regular hockey players. carefully special ideas wake. final, ironic package"
4516,Customer#000004516,"uXF5o6lFgURc9s6x,7P",2,12-832-616-4864,9695.25,FURNITURE,eposits nag quietly. pinto beans sublate carefully. unusual ideas boost carefully carefully regular instruct
4558,Customer#000004558," Q,cHloag9v2UlODYTQUs3Y1SGrh8yDTRp",6,16-746-425-8662,8665.71,HOUSEHOLD,ructions. even dolphins around the ironic deposits haggle at the ironic accounts. foxes nag blithely. caref
4563,Customer#000004563,T96O7Qt9lWrXQDJyKbJC,10,20-407-346-5952,2626.87,FURNITURE,egular dependencies engage doggedly packages. regular asymptotes are. final requests are slyly. q
4573,Customer#000004573,"57mI,tMs9tbKYysZDI2ylPw",17,27-136-442-6963,3119.3,HOUSEHOLD,pinto beans wake against the carefully pending
4795,Customer#000004795,QrOQKRmemqGMfk2nhUViffVlDkTOLh2F58,17,27-326-471-3018,-152.26,BUILDING,nic excuses-- furiously final requests wake quickly. iro
4880,Customer#000004880,4FsBU1LCKv9hKKimNVARPoTLvgVTCtfU7imgU3,18,28-813-523-7352,3524.42,BUILDING,deas. requests around the regular requests wake slyly final foxe
4925,Customer#000004925,jGOA4IgIA U,21,31-217-911-1925,1570.37,HOUSEHOLD,nic deposits. blithely regular requests against the stealthily regular instructions cajole at the foxes. slyly unusu
5087,Customer#000005087,PQiAPZfKRIhV7N1r3iWhD5Y1CaofhND,5,15-691-570-4178,2714.18,AUTOMOBILE,according to the slyly special requests sleep accounts. quickly final ideas nag thinly among the furiously exp
5266,Customer#000005266,"eBRpfy,FgeGjgaXlU",11,21-852-199-5188,796.51,FURNITURE,blithely regular platelets among th
5681,Customer#000005681,cCWvVKMIvngns,15,25-933-415-8945,8801.11,BUILDING,nal accounts among the unusual deposits sublate furiously slyly special requests. accounts use 
5809,Customer#000005809,2UCYcegJRadsx,22,32-929-100-1556,2216.36,BUILDING,symptotes play blithely after the furiously iron
5820,Customer#000005820,6OJwXdyExS,12,22-638-920-1545,-28.79,AUTOMOBILE,instructions wake express courts. bold sauternes wake quickly regular accounts. pending req
6334,Customer#000006334,"RwSGFTlf,AMKTl2",24,34-336-748-8274,5795.61,HOUSEHOLD,to haggle. furiously final packages haggle. fluffily final pinto beans a
6853,Customer#000006853,AbpZYqtK6c5EfpZtpF,10,20-422-853-4017,1986.65,HOUSEHOLD,bout the requests. pending deposits cajole carefully above the regular deposits. requ
7038,Customer#000007038,jFbz5nDcbqryUx,10,20-498-421-6375,3872.6,MACHINERY, the patterns are carefully around the fluffily bold foxe
7097,Customer#000007097,FOU4qOcGDYXsGD,6,16-693-394-9344,7547.7,AUTOMOBILE,"ggle alongside of the slyly regular deposits. quickly ironic dolphins sleep slyly. unusual, regu"
7295,Customer#000007295,VoWScaW5dOzxKeOQggy YlNsvq3yD,10,20-860-333-1489,5811.8,HOUSEHOLD,silent instructions! carefully regular foxes play around the dependencies. furiously regular instructio
7400,Customer#000007400,"8WC831QlHd6KhoS,ZAp8",9,19-409-293-3161,5841.25,AUTOMOBILE,sits are? carefully ironic deposits sleep blithely unusual warhor
47,Customer#000000047,b0UgocSqEW5 gdVbhNT,2,12-427-271-9466,274.58,BUILDING,"ions. express, ironic instructions sleep furiously ironic ideas. furi"
229,Customer#000000229,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,1,11-243-298-4029,7568.07,BUILDING,bold accounts haggle furiously even deposits. regular instruct
392,Customer#000000392,H7M6JObndO,17,27-601-793-2507,8492.33,BUILDING,efully bold ideas. bold requests sleep carefully blithe instructions. carefully final accounts are blithely quickly 
436,Customer#000000436,4DCNzAT842cVYTcaUS94kR0QXHSRM5oco0D6Z,19,29-927-687-6390,5896.87,FURNITURE,olites engage carefully. slyly ironic asymptotes about the ironi
719,Customer#000000719,wry Gj3xd8QX ylUCulG,15,25-498-699-7824,-774.47,HOUSEHOLD,gly express pinto beans sleep furiously around the quick foxes.
991,Customer#000000991,dK1Gzw1glT,21,31-977-971-6175,6533.53,AUTOMOBILE,n somas. slyly ironic instructions solve quickly at the final dolphins. requests cajole carefully
1161,Customer#000001161, QD7s2P6QpCC6g9t2aVzKg7y,19,29-213-663-3342,591.31,MACHINERY,ly alongside of the quickly blithe ideas. quickly ironic accounts haggle regul
1320,Customer#000001320,8gman6hzpuKUsX7mKU9katXpP1ia,15,25-116-108-3791,6407.13,MACHINERY,"lent, final accounts cajole fluffily special requests. deposits around the fluffily even packages "
1409,Customer#000001409,jzfaCksWUNlI,11,21-667-401-3780,1959.17,MACHINERY,ously ironic ideas are. unusual packages kindle along the dugouts. unus
1426,Customer#000001426,"d1Tyzg,0ArKPuBln8CDH, 1Xsukm2nXVl",15,25-629-292-9022,1965.38,HOUSEHOLD,"s are slyly according to the express, spe"
1583,Customer#000001583,"og6OTS,QKN2BidNDSZd0yB,Tn8ls6TGnKUz ",13,23-136-310-3804,2540.51,BUILDING,"bout the pinto beans. bold, e"
1977,Customer#000001977,TMAohw9bEg3eDJH,2,12-534-854-9706,5529.03,BUILDING," carefully bold requests up the final, speci"
2008,Customer#000002008,Oj2bnlyrbjzpgHuHJx6TCkG3VA1M,1,11-635-549-7810,7865.66,MACHINERY,g. slyly even requests boost furiously against the requests. carefully q
2087,Customer#000002087,"mjs ph o4MrapfRs ,o4",24,34-843-446-3575,2394.52,FURNITURE,"unts. furiously regular accounts after the pending, silent theodolites s"
2193,Customer#000002193,4uxmhs9qKMxSxWoFCRVTMPAtCy,10,20-902-502-5313,-413.32,HOUSEHOLD,regular pinto beans according to the furiously bold deposits are furiously 
2194,Customer#000002194,6eW1P7MMBAP,18,28-999-768-1409,3325.24,FURNITURE,ans. furiously even dependencies cajole blithely regular request
2213,Customer#000002213,5CqorD39PD,22,32-153-558-2484,6416.07,AUTOMOBILE,are blithely express theodolites. quickly even excuses above the furiously even deposits integrate blit
2238,Customer#000002238,"wir6MEKkDepfCv,",17,27-707-731-4581,9553.37,BUILDING,thely unusual packages are. tithes h
2369,Customer#000002369,lEmsKQCZZZeddKcoJ8Q0K,5,15-442-371-8602,6323.82,MACHINERY,"ar theodolites sleep blithely across the special, final forges. e"
2535,Customer#000002535,7SoN5ykHuO3j391 PV0LaU0n1iItG2bks6 boNQ,12,22-179-608-6532,7598.28,FURNITURE,es use. requests against the clo
2570,Customer#000002570,",PQ2vv5F5zih3KyDeH3NNdPjCxfcQ4JEXx",6,16-771-270-7193,3051.17,HOUSEHOLD," dependencies boost blithely among the regular, ironic theodolites. bold, pending foxes integrate fr"
2628,Customer#000002628,"8tZPEpNhYm2K6aR2yDJnCD,ln43ZUgxGil",11,21-101-687-6257,2690.77,HOUSEHOLD,". furiously bold requests sleep sly, regu"
2730,Customer#000002730,"XkPGOj,AVS0",23,33-458-568-2483,124.6,HOUSEHOLD, the furiously special theodolites. furiously final pinto beans will have to haggle attainments. slyly ev
2893,Customer#000002893,xI0mDA4LkHcD1sYMuuKajAtIUog,12,22-277-393-7741,3102.77,BUILDING,ounts. quickly final ideas among the slyly pending instructions are fluffily carefully regu
2926,Customer#000002926,"ck,RrTdbI5fN sqOL0066Fc8IEz,O3xDBSaP1m",13,23-386-184-7426,8347.79,AUTOMOBILE,sly furiously special foxes. a
2990,Customer#000002990,ZPnocAojpk63qM0XqwKJav1GYlR,17,27-834-562-3712,8985.93,BUILDING,"ages. furiously regular pinto beans haggle fluffily above the final, regular deposits. even ideas wake agai"
3166,Customer#000003166,HrEtcNiyGYq0LVO4jVk9ifypi7v,8,18-935-372-1310,6340.97,FURNITURE,luffily. slyly ironic accounts above the carefully ironic packages boost busily across the regular
3390,Customer#000003390,"wYQj pyB,m7,fxoiR4I3ZM6kNqME0ZurGpt0pSr2",2,12-186-804-7557,7196.69,BUILDING,s along the furiously final pinto beans wake fluffily about the ironic accounts? carefully regula
3420,Customer#000003420,"Dx1vQPU 9Bne7VsJJ8,wqNzd Rg9M KpzSA2gVM",16,26-109-802-2759,7942.84,AUTOMOBILE,ckly regular packages are. packages use s
3601,Customer#000003601,OqXvLiCwOknfFUy1y 3k,16,26-612-275-4527,5842.42,MACHINERY,ove the carefully even courts. slyly even depos
3716,Customer#000003716,OP8zlHytyZxaZWbjQU1N,20,30-322-163-3479,8639.69,AUTOMOBILE,sly bold decoys. slyly pending foxes around the ironic accounts haggle carefully after th
3898,Customer#000003898,BC GEoZotMwKx9tIMYWLeZ4sj7OItNwn8BpJ5iv,6,16-141-783-5083,4436.34,MACHINERY,the fluffily unusual accounts. carefully ironic deposits hang packages. blithely iron
4100,Customer#000004100,guOo4aZ8QdS9S6,15,25-616-182-9648,8930.65,BUILDING,"press deposits cajole slyly even, ironic packages. care"
4290,Customer#000004290,"m7aH1hvakOmfoePYZy,GQo,WXJX",21,31-263-501-5667,4724.03,AUTOMOBILE,"hely final courts haggle blithely. regular, express packages nag quickly aro"
4400,Customer#000004400,"nhVdg,cz1QTtB3F7LJFnyGqrm8l",19,29-905-968-4764,5218.58,AUTOMOBILE,"es detect blithely special ideas. pending, pending deposits dazzle blithely furiously ironic realms. dep"
4446,Customer#000004446,gQVUifwP8DciXj xkbXLW3R0bYaX,4,14-385-587-7822,1603.88,FURNITURE,ly. special platelets sleep fluffily slyly regul
4492,Customer#000004492,4P8RY22w4kOYMSEoGo,22,32-278-563-5917,5510.02,FURNITURE,platelets play furiously quickly even requests. carefully final deposits a
4634,Customer#000004634,"GOUf3hxHl51,hu4vAU4H17yJVOcw",24,34-415-429-8082,1304.79,HOUSEHOLD, furiously among the furiously final accoun
4697,Customer#000004697,zjotK6CNpcP,23,33-123-277-3543,1861.64,MACHINERY, packages detect. furiously even foxes sleep ca
4862,Customer#000004862,2mG vI ANoHh6Ec9dbKXOKCC8u8SRsUNd8bZB,17,27-411-249-7962,424.79,AUTOMOBILE,haggle. slyly ironic ideas are always around the pending requests. silent
4958,Customer#000004958,JpVtJMnQjMr,21,31-393-709-2760,3225.92,HOUSEHOLD,des. quickly pending ideas nag fluffily according to the dependencies. furiously silent foxes mol
5085,Customer#000005085,"JCrAhwZnTX7,twTBPAym7il",7,17-582-776-7002,4023.24,BUILDING,"quests cajole according to the regular, ironi"
5127,Customer#000005127,SAHkiPL8aUnm83lBm 5EaBD,12,22-246-184-4459,5045.82,AUTOMOBILE,inal theodolites cajole. slyly s
5178,Customer#000005178,dMTntA2ZXGrpm8oFKHMTNKmt3hSr0i0Oc,17,27-891-125-5437,4556.08,AUTOMOBILE,s. slyly final dependencies cajole according to the slyly special asymptotes; furiously even foxes after the
5216,Customer#000005216,j320nuuJq9kD1,8,18-370-576-4197,5700.67,MACHINERY,"packages. regular, final packages haggle carefully above the even platelets. regular, unusual theodolites sleep fur"
5245,Customer#000005245,sfsBnTGm2LourjV,19,29-716-678-7355,544.88,HOUSEHOLD,osits run furiously. fluffily pending requests boost blithely above the blithely pe
125,Customer#000000125,",wSZXdVR xxIIfm9s8ITyLl3kgjT6UC07GY0Y",19,29-261-996-3120,-234.12,FURNITURE,x-ray finally after the packages? regular requests c
194,Customer#000000194,mksKhdWuQ1pjbc4yffHp8rRmLOMcJ,16,26-597-636-3003,6696.49,HOUSEHOLD,"quickly across the fluffily dogged requests. regular platelets around the ironic, even requests cajole quickl"
240,Customer#000000240,SXfeEOwRZsXArtY3C5UWqXgLcJBAMmaynaTJs8,9,19-756-548-7835,7139.68,MACHINERY,al accounts about the slyly pending p
249,Customer#000000249,0XE2fhX7j2uivaHBrFuRl1NoJnaTSIQT,3,13-226-455-7727,-234.01,MACHINERY,"its are after the special deposits. ironic, final deposits against the slyl"
272,Customer#000000272, YDjKpjXEe0A6rDE,2,12-324-877-9650,-746.03,MACHINERY,he regular requests. slyly special 
339,Customer#000000339,jUs1Im28boIduGhp5vbKK50gM5ov7xH9G,24,34-992-529-2023,8438.07,HOUSEHOLD,"ix. ironic, special tithes detect dog"
362,Customer#000000362,UscV00TNrNTDddxF7BTk,17,27-651-653-4122,6149.01,AUTOMOBILE,ut the fluffily ironic platelets. ironi
570,Customer#000000570,"0Zo0P6m,sie 1,VXacPX2ccDIyWFolj6R",15,25-264-442-3057,8480.87,AUTOMOBILE,gular instructions unwind bold escapades. special asymptotes snooze according to the
637,Customer#000000637,Ey7g4q2oH Q1vs,7,17-983-923-8985,7511.17,HOUSEHOLD,"ly furiously even accounts: final, unusual Tiresias do snooze theodolites. slyly regular dependenci"
